OBJECTID,SEGID,FAC_WDAVG,aadtAdjFactor,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_NAME,PLANAREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,FL_REV,OV_REV,FL_LTPRV,OV_LTPRV,FL_ZERO,OV_ZERO,FL_HIADJ,OV_HIADJ,FL_50LT19,OV_50LT19,FL_503X19,OV_503X19,FL_FURREV,OV_FURREV,NOTES,NOTES_FURREV,Shape__Length
8640,WFRC_8055,1.0924,0,1795,1868,2086,2385,189,274,1800,1900,2100,2400,200,250,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,2500.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maintain through 2050,,735.17461129186
8641,WFRC_8056,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,NO MODEL DATA!,1840.06429050194
8642,WFRC_8057,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,NO MODEL DATA!,3017.46931342605
8643,WFRC_8058,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,NO MODEL DATA!,4259.73127356237
8644,WFRC_8059,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,NO MODEL DATA!,1099.88358720506
8645,WFRC_8060,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,NO MODEL DATA!,1420.30801454774
8646,WFRC_8061,1.0918,0,1840,1958,2183,2458,3169,3523,1800,2000,2200,2500,3200,3500,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,1180.03474338798
8647,WFRC_8062,1.0918,0,0,0,0,228,1149,1211,0,0,0,250,1100,1200,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,None,,917.285621193242
8648,WFRC_8063,1.0918,0,61,112,173,234,309,361,60,100,150,250,300,350,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,None,,1144.1173394512
8649,WFRC_8064,1.0918,0,932,486,688,790,1002,1144,950,500,700,800,1000,1100,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,New connectivity in 2032,,792.846577464599
8650,WFRC_8065,0.984,0,405,487,575,635,725,838,400,500,600,650,700,850,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,1465.78472041516
8651,WFRC_8066,1.0918,0,712,803,869,911,979,1031,700,800,850,900,1000,1000,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,864.696622048518
8652,WFRC_8067,1.0918,0,664,747,767,766,781,838,650,750,750,750,800,850,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,526.952601550733
8653,WFRC_8068,1.0918,0,429,461,473,542,580,623,450,450,450,550,600,600,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,526.458913091788
8654,WFRC_8069,1.0918,0,606,673,721,687,757,763,600,650,700,700,750,750,BOX ELDER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,1211.88801957101
8655,WFRC_8070,1.0918,0,510,528,555,501,554,552,500,550,550,500,550,550,BOX ELDER,WFRC,0,0,0.0,0.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Smoothing,,676.689129429433
8656,WFRC_8071,0.9555,0,34,25,28,31,43,48,30,20,30,30,40,50,BOX ELDER,WFRC,0,0,10.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Smoothing,,4220.90902433784
8657,WFRC_8072,1.0918,0,0,0,0,3960,5489,6388,0,0,0,4000,5500,6400,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO OBSERVED DATA!! NO MODEL DATA!!,,2491.47483886551
8658,WFRC_8073,1.0918,0,0,0,0,6040,7750,8244,0,0,0,6000,7800,8200,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO OBSERVED DATA!! NO MODEL DATA!!,,673.878121001941
8659,WFRC_8074,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO OBSERVED DATA!! NO MODEL DATA!!,,728.442370674121
8660,WFRC_8075,1.0918,0,0,0,0,4060,5487,6020,0,0,0,4100,5500,6000,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO OBSERVED DATA!! NO MODEL DATA!!,,2070.97535752647
8661,WFRC_8076,1.0918,0,0,186,219,1849,2728,1815,0,200,200,1800,2700,1800,WEBER,WFRC,0,0,0.0,0.0,0.0,-500.0,500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Smoothing,,2260.49909360655
8662,WFRC_8077,1.0918,0,0,0,0,0,0,10560,0,0,0,0,0,10500,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO OBSERVED DATA!! NO MODEL DATA!!,,1736.80877034747
8663,WFRC_8078,1.0924,0,0,0,0,0,0,13544,0,0,0,0,0,13500,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO OBSERVED DATA!! NO MODEL DATA!!,,1429.52696575916
8664,WFRC_8079,1.0924,0,0,0,0,0,0,18771,0,0,0,0,0,19000,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO OBSERVED DATA!! NO MODEL DATA!!,,554.481563091168
8665,WFRC_8080,1.0924,0,6795,6801,5632,6207,6395,7380,6800,6800,5600,6200,6400,7400,WEBER,WFRC,0,0,100.0,1500.0,1000.0,1000.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WHY DROP in 2028?!!,,1495.3924033187
8666,WFRC_8081,1.0918,0,1,319,781,1095,1707,2393,0,300,800,1100,1700,2400,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,None,,1867.56605643229
8667,WFRC_8082,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unfunded project - not phased,,934.234401330532
8668,WFRC_8083,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unfunded project - not phased,,358.806067464323
8669,WFRC_8084,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unfunded project - not phased,,2657.52753532149
8670,WFRC_8085,1.0946,0,0,0,0,0,0,6531,0,0,0,0,0,6500,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO OBSERVED DATA / NO MODEL DATA,,1380.96019996407
8671,WFRC_8086,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unfunded project - not phased,,12454.9675800417
8672,WFRC_8087,0.984,0,3364,3918,1101,2280,4556,21579,3400,3900,1100,2300,4600,21500,WEBER,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,BREAK SEGMENT AT 3300 SOUTH,,10138.7042719644
8673,WFRC_8088,1.0918,0,2164,2662,3256,2796,16688,27736,2200,2700,3300,2800,16500,27500,WEBER,WFRC,0,0,0.0,0.0,700.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Smoothing,,3976.75863029373
8674,WFRC_8089,1.0918,0,0,0,8248,10136,23414,26660,0,0,8200,10000,23500,26500,DAVIS,WFRC,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New connectivity in 2042,,1418.14099257046
8675,WFRC_8090,1.0918,0,0,0,0,0,15065,19107,0,0,0,0,15000,19000,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,New connectivity in 2042,,1074.41272251012
8676,WFRC_8091,1.0924,0,0,0,5157,5662,7736,9093,0,0,5200,5700,7700,9100,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,None,,1192.09503993255
8677,WFRC_8092,1.0918,0,0,4109,9617,10141,11656,12962,0,4100,9600,10000,11500,13000,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,New connectivity in 2028,,1047.2066055119
8678,WFRC_8093,1.0918,0,0,0,0,1449,975,1478,0,0,0,1400,1000,1500,DAVIS,WFRC,0,0,0.0,0.0,0.0,400.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Smoothing,,2952.82701866305
8679,WFRC_8094,1.0918,0,0,4207,3757,4892,6340,7461,0,4200,3800,4900,6300,7500,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,WDC in 2028,,1230.60701695294
8680,WFRC_8095,1.0918,0,0,0,11458,14065,16492,18625,0,0,11500,14000,16500,18500,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,WDC in 2028,,362.643672821106
8681,WFRC_8096,1.0924,0,0,0,0,0,0,296,0,0,0,0,0,300,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,New connectivity in 2050,,3793.19765027383
8682,WFRC_8097,1.0924,0,0,0,0,0,0,53,0,0,0,0,0,50,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,New connectivity in 2050,,2885.23789875083
8683,WFRC_8098,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,NEEDS??,4586.98370195611
8684,WFRC_8099,1.0918,0,459,543,6281,7843,9151,10849,450,550,6300,7800,9200,11000,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,WDC in 2028,,1630.74288320463
8685,WFRC_8100,1.0924,0,0,0,0,0,4417,6860,0,0,0,0,4400,6900,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,,GIVE SEGMENT ID INLINE WITH NORTH AND SOUTH SEGMENTS,1950.69609928482
8686,WFRC_8101,1.0918,0,3458,3825,9685,10483,11995,17187,3500,3800,9700,10500,12000,17000,DAVIS,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,WDC in 2028,,897.756366711912
8687,WFRC_8102,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1221.55963876194
8688,WFRC_8103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1449.66219110526
8689,WFRC_8104,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1006.29211590368
8690,WFRC_8106,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,674.572137237317
8691,WFRC_8107,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2814.21642665692
8692,WFRC_8108,0.984,0,0,0,4618,7068,9190,11404,0,0,4600,7100,9200,11500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1851.17323022174
8693,WFRC_8109,0.984,0,2131,1582,6442,6747,12853,15092,2100,1600,6400,6700,13000,15000,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,,1328.21381758159
8694,WFRC_8110,1.0918,0,0,0,0,17,4047,5287,0,0,0,20,4000,5300,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3135.29385606591
8695,WFRC_8111,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1222.05975306546
8696,WFRC_8112,1.0918,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,617.198022334884
8697,WFRC_8113,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2723.10299076389
8698,WFRC_8114,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2699.7917586719
8699,WFRC_8115,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2410.05261838541
8700,WFRC_8116,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2245.95871739412
8701,WFRC_8117,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3449.8427962729
8702,WFRC_8118,1.0918,0,0,4971,6591,6382,12844,14774,0,5000,6600,6400,13000,15000,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,2143.72321233315
8703,WFRC_8119,1.0918,0,0,2634,3523,4960,7524,7521,0,2600,3500,5000,7500,7500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1394.41396231558
8704,WFRC_8120,1.0924,0,0,2304,3375,5171,4834,4873,0,2300,3400,5200,4800,4900,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,733.762612581703
8705,WFRC_8121,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1225.61520490756
8706,WFRC_8122,1.0946,0,1960,4895,5926,7660,8102,8340,2000,4900,5900,7700,8100,8300,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1295.92234746319
8707,WFRC_8123,1.0924,0,0,1696,2005,1612,2824,2900,0,1700,2000,1600,2800,2900,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1381.80298932643
8708,WFRC_8124,1.0924,0,0,837,2070,2012,3757,3857,0,850,2100,2000,3800,3900,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,576.115598522417
8709,WFRC_8125,1.0924,0,8032,8650,12471,15244,13951,13747,8000,8600,12500,15000,14000,13500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1078.54848313317
8710,WFRC_8126,1.0924,0,8149,10207,15250,17757,18547,18420,8100,10000,15000,18000,18500,18500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1538.27278521037
8711,WFRC_8127,1.0918,0,0,1948,3237,1267,2516,11496,0,1900,3200,1300,2500,11500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,2526.6319243984
8712,WFRC_8128,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3421.03091123627
8713,WFRC_8129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2840.67498658192
8714,WFRC_8130,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3371.53117370825
8715,WFRC_8131,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3528.03933804641
8716,WFRC_8132,1.0918,0,0,0,5762,7116,11487,14517,0,0,5800,7100,11500,14500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,,2715.18715116511
8717,WFRC_8133,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2985.37494117772
8718,WFRC_8134,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3647.87907214573
8719,WFRC_8135,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1674.82401332105
8720,WFRC_8136,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3782.44880256927
8721,WFRC_8137,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1342.07002805268
8722,WFRC_8138,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5158.42528225533
8723,WFRC_8139,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2089.03430912591
8724,WFRC_8140,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3208.17084367681
8725,WFRC_8141,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,540.368254614968
8726,WFRC_8142,1.0924,0,4498,4864,5079,5518,5054,5238,4500,4900,5100,5500,5100,5200,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,2147.95266155854
8727,WFRC_8143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2133.47032763205
8728,WFRC_8144,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2144.09030390023
8729,WFRC_8145,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1374.68108192044
8730,WFRC_8146,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2414.74468095921
8731,WFRC_8147,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,640.960283335881
8732,WFRC_8148,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1758.36644184774
8733,WFRC_8149,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,765.308739466644
8734,WFRC_8150,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2542.10147957077
8735,WFRC_8151,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3227.00234651225
8736,WFRC_8152,1.0918,0,0,1886,2334,3244,3544,3996,0,1900,2300,3200,3500,4000,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2131.10393785938
8737,WFRC_8153,1.0924,0,0,587,790,1386,1898,2063,0,600,800,1400,1900,2100,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3815.38517249697
8738,WFRC_8154,1.1568,0,0,46492,50258,81266,112537,129425,0,46500,50500,81500,113000,129000,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2140.17198874074
8739,WFRC_8155,1.1568,0,0,46877,50962,83817,115307,131583,0,47000,51000,84000,115000,132000,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2144.13788336511
8740,WFRC_8156,1.1568,0,0,17672,21790,34625,59689,72265,0,17500,22000,34500,59500,72500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2140.30285207144
8741,WFRC_8157,1.1568,0,0,45512,49468,77176,106796,122018,0,45500,49500,77000,107000,122000,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2174.50297479475
8742,WFRC_8158,1.0924,0,751,732,1004,1236,1018,1301,750,750,1000,1200,1000,1300,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,2195.29743578719
8743,WFRC_8159,1.1568,0,0,0,0,0,40878,56708,0,0,0,0,41000,56500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4876.45131807231
8744,WFRC_8160,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2289.15407424649
8745,WFRC_8161,0.984,0,1483,3586,5384,6321,39490,45646,1500,3600,5400,6300,39500,45500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,3232.07191310243
8746,WFRC_8162,1.0918,0,5939,6777,8851,9629,7897,12260,5900,6800,8900,9600,7900,12500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,4247.91334409954
8747,WFRC_8163,1.0918,0,0,0,0,0,32205,37612,0,0,0,0,32000,37500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2181.67097294585
8748,WFRC_8164,1.0918,0,0,1073,8572,12593,24073,27497,0,1100,8600,12500,24000,27500,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,2321.26023051242
8749,WFRC_8165,0.984,0,0,5305,8732,11588,18684,22988,0,5300,8700,11500,18500,23000,SALT LAKE,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1864.68978817472
