OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFactor,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURREV,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
7163,3132_000.0,4,0.984,1.0276,1.0316,1.0296,0,379.2,354.7,408.6,488.2,664.5,970.3,374,350,403,482,656,958,350,350,400,500,650,950,51,UDOT,MAG,0,0,50,0,0,0,0,0,0,0,0,0,0,0,bh: smoothing,,0,,0,0,0,0,0,0,0,0,Wasatch,13952.6492785172
7164,3132_006.6,4,0.984,1.0276,1.0316,1.0296,0,497.0,488.0,584.0,662.0,770.0,1044.0,491,482,576,653,760,1030,500,500,600,650,750,1000,51,UDOT,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bh: looks good,,0,,0,0,0,0,0,0,0,0,Wasatch,1874.9462946354
7165,3133_000.0,4,0.984,1.0276,1.0316,1.0296,70,954.6,1132.0,1548.6,1903.2,2478.8,2569.5,942,1117,1529,1879,2447,2536,1000,1200,1600,1900,2500,2600,51,UDOT,MAG,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,bh: looks good,,0,,0,0,0,0,0,0,0,0,Wasatch,1915.95298087603
7166,3134_000.0,4,1.0918,1.0107,1.0324,1.02155,-3780,5422.2,5806.5,6501.4,7231.5,9414.4,11303.7,4862,5206,5829,6484,8441,10135,1100,1400,2000,2700,4700,6400,51,UDOT,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bh: looks good,,0,,0,0,0,1,0,1,0,0,Wasatch,2465.01478302415
7167,3135_000.0,4,0.984,1.0276,1.0316,1.0296,-422,933.9,830.7,1027.0,1221.6,1753.3,2020.5,922,820,1014,1206,1731,1994,500,400,600,800,1300,1600,51,UDOT,MAG,0,0,150,0,0,0,0,0,0,0,0,0,0,0,bh: smoothing,,0,,0,0,0,0,0,1,0,0,Wasatch,2452.77799464301
7168,3136_000.0,4,0.984,1.0276,1.0316,1.0296,190,313.7,357.3,578.7,622.3,726.4,834.0,310,353,571,614,717,823,500,550,750,800,900,1000,51,UDOT,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bh: looks good,,0,,0,0,0,0,0,0,0,0,Wasatch,2142.88075115517
7169,3136_001.0,4,1.0918,1.0107,1.0324,1.02155,-96,664.6,290.6,318.8,339.8,687.6,850.6,596,261,286,305,617,763,500,150,200,200,500,650,51,UDOT,MAG,0,0,150,150,150,0,0,0,0,0,0,0,0,0,bh: smoothing,,0,,0,1,0,0,0,0,0,0,Wasatch,2143.74258443103
7170,3140_000.0,3,1.0712,1.0232,1.0127,1.01795,1066,5.6,6.6,7.6,7.8,7.2,8.7,5,6,7,7,7,8,1100,1100,1100,1100,1100,1100,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,0,0,0,Washington,31607.1198979155
7171,3140_015.6,3,1.0712,1.0232,1.0127,1.01795,1015,60.0,71.0,81.0,83.0,77.0,93.0,56,66,76,77,72,87,1100,1100,1100,1100,1100,1100,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,1797.91055450388
7172,3141_000.0,3,1.0677,1.0469,1.0202,1.03355,-1109,9932.0,10470.0,9599.1,9600.8,11371.7,13343.5,9302,9806,8990,8992,10651,12497,8200,8700,7900,7900,9500,11500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,2123.48821316674
7173,3141_001.0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,1,0,0,0,0,0,Washington,254.92726851543
7174,3142_000.0,3,1.0712,1.0232,1.0127,1.01795,13530,648.8,1159.2,2363.2,4811.3,4367.1,5583.3,606,1082,2206,4492,4077,5212,14000,14500,15500,18000,17500,18500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,1,0,0,0,0,Washington,591.98775698772
7175,3142_000.3,3,1.0712,1.0232,1.0127,1.01795,13405,783.0,1399.0,2874.2,6364.6,8024.8,6903.6,731,1306,2683,5942,7491,6445,14000,14500,16000,19500,21000,20000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,2774.98195881148
7176,3142_001.7,3,1.0712,1.0232,1.0127,1.01795,9371,5104.7,9663.5,14218.7,16656.0,18320.5,18870.5,4765,9021,13274,15549,17103,17616,14000,18500,22500,25000,26500,27000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,4208.83990420656
7177,3143_000.0,3,1.0712,1.0232,1.0127,1.01795,-2622,4740.0,5283.2,6501.5,9299.9,10526.2,11852.7,4425,4932,6069,8682,9827,11065,1800,2300,3400,6100,7200,8400,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,1,0,0,Washington,3946.17554397884
7178,3144_000.0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,1,0,0,0,0,0,Washington,669.401112261641
7179,3145_000.0,3,1.0712,1.0232,1.0127,1.01795,5796,1981.8,2193.2,2228.8,2273.9,2318.5,2357.1,1850,2047,2081,2123,2164,2200,7600,7800,7900,7900,8000,8000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,4549.09403035542
7180,3146_000.0,3,1.0712,1.0232,1.0127,1.01795,4063,4015.7,4964.5,5346.3,5980.0,5431.8,5666.4,3749,4635,4991,5583,5071,5290,7800,8700,9100,9600,9100,9400,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,3956.908208089
7181,3147_000.0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,1,0,0,0,0,0,Washington,1395.62040445512
7182,3148_000.0,3,1.0712,1.0232,1.0127,1.01795,4423,9425.0,9002.0,9684.0,13258.0,14602.0,14346.0,8799,8404,9040,12377,13631,13392,13000,13000,13500,17000,18000,18000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1298.70776722668
7183,3148_000.6,3,1.0712,1.0232,1.0127,1.01795,3809,5819.9,6363.0,7856.4,8257.5,8543.4,9620.2,5433,5940,7334,7709,7976,8981,9200,9700,11000,11500,12000,13000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,1608.55600168576
7184,3148_001.4,3,1.0712,1.0232,1.0127,1.01795,1263,5150.0,5775.2,5597.7,5444.2,5709.0,6792.2,4808,5391,5226,5082,5330,6341,6100,6700,6500,6300,6600,7600,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1405.32801709307
7185,3148_002.1,3,1.0712,1.0232,1.0127,1.01795,2372,8704.6,9984.9,9450.8,9465.6,10076.4,10918.7,8126,9321,8823,8836,9407,10193,10500,11500,11000,11000,12000,12500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1676.85255606247
7186,3148_002.9,3,1.0712,1.0232,1.0127,1.01795,-1448,12797.0,14092.0,16854.0,17987.0,19352.0,19658.0,11946,13155,15734,16791,18066,18351,10500,11500,14500,15500,16500,17000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,920.045845635208
7187,3148_003.4,3,1.0712,1.0232,1.0127,1.01795,-5261,16881.0,17713.0,20958.0,21989.0,23204.0,23369.0,15759,16536,19565,20527,21662,21816,10500,11500,14500,15500,16500,16500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,328.309529288592
7188,3149_000.0,3,1.0712,1.0232,1.0127,1.01795,0,0.0,0.0,0.0,2717.0,4724.0,4125.0,0,0,0,2536,4410,3851,0,0,0,2500,4400,3900,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,Washington,2822.23352858088
7189,3149_001.4,3,1.0712,1.0232,1.0127,1.01795,947,136.0,1069.0,2680.0,3516.0,5262.0,6306.0,127,998,2502,3282,4912,5887,1100,1900,3400,4200,5900,6800,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,320.181555197906
7190,3149_001.6,3,1.0712,1.0232,1.0127,1.01795,0,0.0,0.0,0.0,3054.0,2678.0,0.0,0,0,0,2851,2500,0,0,0,0,2900,2500,0,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,Washington,1531.70179342936
7191,3151_000.1,3,1.0712,1.0232,1.0127,1.01795,391,170.0,1358.0,4820.0,945.0,2929.0,4571.0,159,1268,4500,882,2734,4267,550,1700,4900,1300,3100,4700,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,1,0,0,Washington,885.137064820477
7192,3151_000.5,3,1.0712,1.0232,1.0127,1.01795,391,170.0,1358.0,4539.0,415.0,632.0,1040.0,159,1268,4237,387,590,971,550,1700,4600,800,1000,1400,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1186.07785607169
7193,3152_000.0,3,1.0712,1.0232,1.0127,1.01795,989,12746.1,14221.1,16827.3,14439.5,13374.0,13726.3,11899,13276,15709,13480,12485,12814,13000,14500,16500,14500,13500,14000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1717.3475961929
7194,3152_000.8,3,1.0712,1.0232,1.0127,1.01795,-1855,6067.9,6730.8,6924.1,5548.2,7135.4,8361.0,5665,6283,6464,5179,6661,7805,3800,4400,4600,3300,4800,6000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,548.29136831313
7195,3152_001.1,3,1.0712,1.0232,1.0127,1.01795,-1530,5720.5,6433.8,6750.0,3544.9,3211.4,3268.6,5340,6006,6301,3309,2998,3051,3800,4500,4800,1800,1500,1500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,1,0,0,0,Washington,1071.20031160802
7196,3152_001.6,3,1.0712,1.0232,1.0127,1.01795,-1002,5154.9,5747.9,6012.7,536.1,1063.3,1083.2,4812,5366,5613,500,993,1011,3800,4400,4600,-502,-9,10,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,1,0,1,0,0,0,Washington,2273.33348279288
7197,3152_002.8,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,1,0,0,0,0,0,Washington,1653.62010177872
7198,3152_003.6,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,1,0,0,0,0,0,Washington,518.980871294101
7199,3153_000.0,3,1.0712,1.0232,1.0127,1.01795,96,2067.5,2967.1,4416.8,5450.0,9157.4,9247.3,1930,2770,4123,5088,8549,8633,2000,2900,4200,5200,8600,8700,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,1866.13459060488
7200,3153_000.9,3,1.0712,1.0232,1.0127,1.01795,-2247,4577.0,4801.0,8039.0,10049.0,15527.0,16360.0,4273,4482,7505,9381,14495,15273,2000,2200,5300,7100,12000,13000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,1,0,0,Washington,341.526045656028
7201,3153_001.1,3,1.0712,1.0232,1.0127,1.01795,-2550,3385.0,3118.0,5195.0,10280.0,16353.0,19586.0,3160,2911,4850,9597,15266,18284,600,350,2300,7000,12500,15500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,1,0,1,0,0,Washington,224.265275066776
7202,3153_001.2,3,1.0677,1.0469,1.0202,1.03355,-1301,2040.0,1423.0,2356.0,9325.0,18124.0,22495.0,1911,1333,2207,8734,16975,21069,600,30,900,7400,15500,20000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,1,0,1,0,0,Washington,513.428882668941
7203,3154_000.0,3,1.0712,1.0232,1.0127,1.01795,-9139,29848.9,26465.5,29137.8,31035.9,34747.3,37736.0,27865,24706,27201,28973,32438,35228,18500,15500,18000,20000,23500,26000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,427.19418246277
7204,3154_000.2,3,1.0712,1.0232,1.0127,1.01795,-7392,27977.6,28550.6,35014.1,33492.1,41609.5,45612.9,26118,26653,32687,31266,38844,42581,18500,19500,25500,24000,31500,35000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1642.28823046449
7205,3154_001.0,3,1.0712,1.0232,1.0127,1.01795,-2678,22928.0,25683.0,32964.0,31603.0,39377.0,41885.0,21404,23976,30773,29502,36760,39101,18500,21500,28000,27000,34000,36500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,374.827953831978
7206,3154_001.2,3,1.0712,1.0232,1.0127,1.01795,-2568,22810.0,25772.0,33324.0,31647.0,40068.0,42520.0,21294,24059,31109,29544,37405,39694,18500,21500,28500,27000,35000,37000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,179.470986608789
7207,3154_001.3,3,1.0712,1.0232,1.0127,1.01795,-3175,17641.8,18291.3,25194.5,20990.5,28108.4,32404.0,16469,17076,23520,19595,26240,30250,13500,14000,20500,16500,23000,27000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1564.93400057788
7208,3154_002.1,3,1.0712,1.0232,1.0127,1.01795,665,13528.0,15405.4,21584.3,17146.7,23809.1,26958.1,12629,14381,20150,16007,22227,25166,13500,15000,21000,16500,23000,26000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,623.026971810764
7209,3154_002.4,3,1.0712,1.0232,1.0127,1.01795,-2787,10603.1,12544.4,18304.9,13707.7,23553.2,25558.3,9898,11711,17088,12797,21988,23860,7100,8900,14500,10000,19000,21000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,3356.59967237473
7210,3154_004.0,3,1.0712,1.0232,1.0127,1.01795,2243,5214.9,5761.5,9087.1,5372.8,11695.1,14086.4,4868,5379,8483,5016,10918,13150,7100,7600,10500,7300,13000,15500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no comments,,0,,0,1,0,0,0,0,0,0,Washington,3855.24997619688
7211,3154_005.9,3,1.0712,1.0232,1.0127,1.01795,408,2048.9,2394.3,2763.3,3324.3,3711.3,4498.0,1913,2235,2580,3103,3465,4199,2300,2600,3000,3500,3900,4600,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,9248.79816300751
7212,3155_000.0,3,1.0712,1.0232,1.0127,1.01795,3794,4198.0,4773.0,5104.0,6962.0,11181.0,12977.0,3919,4456,4765,6499,10438,12114,7700,8200,8600,10500,14000,16000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,845.217569210216
7213,3155_000.4,3,1.0712,1.0232,1.0127,1.01795,4838,3080.1,3584.4,3768.0,2450.3,2911.9,2934.8,2875,3346,3518,2287,2718,2740,7700,8200,8400,7100,7600,7600,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,1,0,0,0,Washington,1391.77271776584
7214,3156_000.0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,1,0,0,0,0,0,Washington,860.660445667702
7215,3157_000.0,3,1.0712,1.0232,1.0127,1.01795,2255,7149.7,8860.9,11609.6,10674.5,13055.2,14634.7,6674,8272,10838,9965,12187,13662,8900,10500,13000,12000,14500,16000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1235.29835805649
7216,3158_000.0,3,1.0712,1.0232,1.0127,1.01795,3242,9507.0,12459.9,16969.6,23269.4,33128.3,41810.8,8875,11632,15842,21723,30926,39032,12000,15000,19000,25000,34000,42500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,3815.84805241852
7217,3158_001.9,3,1.0712,1.0232,1.0127,1.01795,1021,11886.0,15783.0,21044.0,10910.0,14299.0,15829.0,11096,14734,19645,10185,13349,14777,12000,16000,20500,11000,14500,16000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,386.441943949863
7218,3158_002.1,3,1.0712,1.0232,1.0127,1.01795,-2937,8111.3,12878.9,18295.2,22272.0,35776.0,44282.0,7572,12023,17079,20792,33398,41339,4600,9100,14000,18000,30500,38500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,965.073629212739
7219,3158_002.5,3,1.0712,1.0232,1.0127,1.01795,-1758,6848.2,11574.5,17708.7,26641.1,37611.9,46730.5,6393,10805,16532,24870,35112,43624,4600,9000,15000,23000,33500,42000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,1515.6826571514
7220,3158_003.3,3,1.0712,1.0232,1.0127,1.01795,363,3610.0,4622.0,7932.6,7165.1,8844.5,10114.4,3370,4315,7405,6689,8257,9442,3700,4700,7800,7100,8600,9800,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1020.40215447546
7221,3158_003.8,3,1.0712,1.0232,1.0127,1.01795,4,3995.0,5575.0,7936.0,8098.0,8041.0,9536.0,3729,5204,7409,7560,7507,8902,3700,5200,7400,7600,7500,8900,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,737.518078867276
7222,3158_004.1,3,1.0712,1.0232,1.0127,1.01795,-671,4717.5,5974.2,8238.2,9888.8,10658.2,12261.1,4404,5577,7691,9232,9950,11446,3700,4900,7000,8600,9300,11000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,1665.06982125679
7223,3158_005.0,3,1.0712,1.0232,1.0127,1.01795,5293,9106.3,9696.1,13072.7,12002.3,16631.2,17738.3,8501,9052,12204,11205,15526,16559,14000,14500,17500,16500,21000,22000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,684.026576633235
7224,3158_005.3,3,1.0712,1.0232,1.0127,1.01795,1256,13430.7,16374.0,22714.3,23396.6,33978.4,36597.0,12538,15286,21205,21841,31720,34164,14000,16500,22500,23000,33000,35500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,1306.62817482821
7225,3158_006.0,3,1.0712,1.0232,1.0127,1.01795,5002,9418.5,11540.8,16078.1,16771.7,24376.3,26125.8,8792,10774,15009,15657,22756,24389,14000,16000,20000,20500,28000,29500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,1210.9861003065
7226,3158_006.6,3,1.0712,1.0232,1.0127,1.01795,3741,10768.6,12741.1,17097.9,18040.4,22932.9,23501.4,10053,11894,15961,16841,21409,21939,14000,15500,19500,20500,25000,25500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,719.502117676683
7227,3159_000.0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,1,0,0,0,0,0,Washington,231.741429201862
7228,3159_000.1,3,1.0712,1.0232,1.0127,1.01795,-5285,12497.0,16459.4,19353.8,19924.3,23901.4,24581.4,11666,15365,18067,18600,22313,22948,6400,10000,13000,13500,17000,17500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,412.355831303689
7229,3159_000.3,3,1.0712,1.0232,1.0127,1.01795,1023,5739.1,7724.9,8810.8,9805.2,11973.3,13038.4,5358,7211,8225,9153,11177,12172,6400,8200,9200,10000,12000,13000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,2455.05399212938
7230,3159_001.5,3,1.0712,1.0232,1.0127,1.01795,4489,16768.0,18298.0,22784.0,28861.0,36674.0,39779.0,15653,17082,21270,26943,34236,37135,20000,21500,26000,31500,38500,41500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,1842.57920273767
7231,3159_002.4,3,1.0712,1.0232,1.0127,1.01795,11480,5263.1,5095.2,6597.5,5120.3,8139.5,8749.6,4913,4757,6159,4780,7598,8168,16500,16000,17500,16500,19000,19500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1577.87621348277
7232,3159_003.2,3,1.0712,1.0232,1.0127,1.01795,-2965,5662.8,5404.3,7049.1,5209.8,8690.6,9038.8,5286,5045,6581,4864,8113,8438,2300,2100,3600,1900,5100,5500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,1,0,0,0,0,Washington,1590.16758215075
7233,3160_000.0,3,1.0712,1.0232,1.0127,1.01795,1220,7813.0,10789.0,11887.0,7363.0,11933.0,12240.0,7294,10072,11097,6874,11140,11426,8500,11500,12500,8100,12500,12500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,241.897030717048
7234,3160_000.1,3,1.0712,1.0232,1.0127,1.01795,2323,6632.0,6976.6,7854.8,6238.5,7306.2,7578.2,6191,6513,7333,5824,6821,7074,8500,8800,9700,8100,9100,9400,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,703.211011331341
7235,3160_000.5,3,1.0712,1.0232,1.0127,1.01795,7362,5256.0,4299.0,5247.0,4775.0,4567.0,4914.0,4907,4013,4898,4458,4263,4587,12500,11500,12500,12000,11500,12000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,1,0,0,0,Washington,475.067842504615
7236,3160_000.7,3,1.0712,1.0232,1.0127,1.01795,8341,4207.9,3649.2,4350.7,6324.9,4383.4,4967.4,3928,3407,4062,5904,4092,4637,12500,11500,12500,14000,12500,13000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,474.819519854777
7237,3161_000.0,3,1.0712,1.0232,1.0127,1.01795,640,8174.8,9402.9,10727.4,10277.6,12215.5,11699.8,7631,8778,10014,9594,11404,10922,8300,9400,10500,10000,12000,11500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1211.66952435698
7238,3161_000.6,3,1.0712,1.0232,1.0127,1.01795,2842,5815.5,5767.4,5829.6,5785.8,5485.8,5566.5,5429,5384,5442,5401,5121,5197,8300,8200,8300,8200,8000,8000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,1,0,0,0,Washington,1107.5157249625
7239,3162_000.0,3,1.0712,1.0232,1.0127,1.01795,1691,8961.8,10062.9,10654.4,14832.7,15255.7,15004.7,8366,9394,9946,13847,14242,14007,10000,11000,11500,15500,16000,15500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,1084.40485026872
7240,3162_000.5,3,1.0712,1.0232,1.0127,1.01795,-2177,15238.5,15735.0,16957.5,22940.0,23348.5,23918.0,14226,14689,15830,21415,21797,22328,12000,12500,13500,19000,19500,20000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,476.445112255677
7241,3162_000.8,3,1.0712,1.0232,1.0127,1.01795,-3839,17019.5,17114.9,18580.3,25232.9,26137.0,26847.4,15888,15977,17345,23556,24400,25063,12000,12000,13500,19500,20500,21000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,472.668219973473
