SEGID,YEAR,FORECAST,SOURCE
0089_341.8,2050,47000,Segments_WF - 2023-08-01.shp
0089_342.4,2050,48000,Segments_WF - 2023-08-01.shp
0089_343.3,2050,45000,Segments_WF - 2023-08-01.shp
0089_344.0,2050,33500,Segments_WF - 2023-08-01.shp
0089_344.3,2050,34500,Segments_WF - 2023-08-01.shp
0089_344.6,2050,36000,Segments_WF - 2023-08-01.shp
0089_344.7,2050,35500,Segments_WF - 2023-08-01.shp
0089_345.0,2050,35500,Segments_WF - 2023-08-01.shp
0089_345.4,2050,26000,Segments_WF - 2023-08-01.shp
0089_345.9,2050,26000,Segments_WF - 2023-08-01.shp
0089_346.5,2050,22500,Segments_WF - 2023-08-01.shp
0089_347.4,2050,30500,Segments_WF - 2023-08-01.shp
0089_348.0,2050,42500,Segments_WF - 2023-08-01.shp
0089_348.3,2050,42500,Segments_WF - 2023-08-01.shp
0089_348.5,2050,35500,Segments_WF - 2023-08-01.shp
0089_348.8,2050,29000,Segments_WF - 2023-08-01.shp
0089_349.3,2050,37000,Segments_WF - 2023-08-01.shp
0089_349.8,2050,33000,Segments_WF - 2023-08-01.shp
0089_350.1,2050,32000,Segments_WF - 2023-08-01.shp
0089_350.9,2050,19500,Segments_WF - 2023-08-01.shp
0089_351.4,2050,22000,Segments_WF - 2023-08-01.shp
0089_351.8,2050,23000,Segments_WF - 2023-08-01.shp
0089_352.0,2050,25500,Segments_WF - 2023-08-01.shp
0089_352.2,2050,28000,Segments_WF - 2023-08-01.shp
0089_362.5,2050,23000,Segments_WF - 2023-08-01.shp
0089_363.3,2050,28500,Segments_WF - 2023-08-01.shp
0089_363.8,2050,32500,Segments_WF - 2023-08-01.shp
0089_364.3,2050,47500,Segments_WF - 2023-08-01.shp
0089_364.8,2050,48500,Segments_WF - 2023-08-01.shp
0089_365.5,2050,53000,Segments_WF - 2023-08-01.shp
0089_366.3,2050,51500,Segments_WF - 2023-08-01.shp
0089_366.8,2050,25500,Segments_WF - 2023-08-01.shp
0089_367.2,2050,26000,Segments_WF - 2023-08-01.shp
0089_368.0,2050,27000,Segments_WF - 2023-08-01.shp
0089_368.4,2050,20500,Segments_WF - 2023-08-01.shp
0089_369.0,2050,39500,Segments_WF - 2023-08-01.shp
0089_369.8,2050,40500,Segments_WF - 2023-08-01.shp
0089_369.9,2050,38000,Segments_WF - 2023-08-01.shp
0089_370.6,2050,45000,Segments_WF - 2023-08-01.shp
0089_371.0,2050,45500,Segments_WF - 2023-08-01.shp
0089_371.5,2050,42000,Segments_WF - 2023-08-01.shp
0089_372.0,2050,38500,Segments_WF - 2023-08-01.shp
0089_372.2,2050,38000,Segments_WF - 2023-08-01.shp
0089_372.6,2050,46500,Segments_WF - 2023-08-01.shp
0089_372.7,2050,42500,Segments_WF - 2023-08-01.shp
0089_373.6,2050,39000,Segments_WF - 2023-08-01.shp
0089_374.5,2050,38500,Segments_WF - 2023-08-01.shp
0089_375.3,2050,38000,Segments_WF - 2023-08-01.shp
0089_375.7,2050,43000,Segments_WF - 2023-08-01.shp
0089_376.2,2050,38000,Segments_WF - 2023-08-01.shp
0089_376.8,2050,37000,Segments_WF - 2023-08-01.shp
0089_377.3,2050,36500,Segments_WF - 2023-08-01.shp
0089_377.9,2050,33500,Segments_WF - 2023-08-01.shp
0089_378.0,2050,32000,Segments_WF - 2023-08-01.shp
0089_378.3,2050,32500,Segments_WF - 2023-08-01.shp
0089_378.5,2050,39000,Segments_WF - 2023-08-01.shp
0089_378.6,2050,42000,Segments_WF - 2023-08-01.shp
0089_378.8,2050,44000,Segments_WF - 2023-08-01.shp
0089_378.9,2050,48000,Segments_WF - 2023-08-01.shp
0089_379.1,2050,46500,Segments_WF - 2023-08-01.shp
0089_379.2,2050,35500,Segments_WF - 2023-08-01.shp
0089_379.4,2050,34500,Segments_WF - 2023-08-01.shp
0089_379.5,2050,34500,Segments_WF - 2023-08-01.shp
0089_379.8,2050,20000,Segments_WF - 2023-08-01.shp
0089_380.0,2050,23000,Segments_WF - 2023-08-01.shp
0089_380.3,2050,21500,Segments_WF - 2023-08-01.shp
0089_380.7,2050,22500,Segments_WF - 2023-08-01.shp
0089_381.0,2050,23000,Segments_WF - 2023-08-01.shp
0089_381.3,2050,13000,Segments_WF - 2023-08-01.shp
0089_381.6,2050,26000,Segments_WF - 2023-08-01.shp
0089_383.5,2050,36500,Segments_WF - 2023-08-01.shp
0089_384.9,2050,34000,Segments_WF - 2023-08-01.shp
0089_385.0,2050,32500,Segments_WF - 2023-08-01.shp
0089_385.2,2050,35500,Segments_WF - 2023-08-01.shp
0089_385.7,2050,20500,Segments_WF - 2023-08-01.shp
0089_386.3,2050,19500,Segments_WF - 2023-08-01.shp
0089_386.8,2050,24000,Segments_WF - 2023-08-01.shp
0089_387.2,2050,21500,Segments_WF - 2023-08-01.shp
0089_387.6,2050,22500,Segments_WF - 2023-08-01.shp
0089_387.8,2050,21500,Segments_WF - 2023-08-01.shp
0089_388.4,2050,21000,Segments_WF - 2023-08-01.shp
0089_389.1,2050,23000,Segments_WF - 2023-08-01.shp
0089_396.1,2050,68000,Segments_WF - 2023-08-01.shp
0089_396.8,2050,79000,Segments_WF - 2023-08-01.shp
0089_397.6,2050,87000,Segments_WF - 2023-08-01.shp
0089_398.7,2050,87500,Segments_WF - 2023-08-01.shp
0089_399.7,2050,81000,Segments_WF - 2023-08-01.shp
0089_400.5,2050,79500,Segments_WF - 2023-08-01.shp
0089_400.9,2050,79500,Segments_WF - 2023-08-01.shp
0089_401.4,2050,80500,Segments_WF - 2023-08-01.shp
0089_402.2,2050,82000,Segments_WF - 2023-08-01.shp
0089_403.2,2050,79500,Segments_WF - 2023-08-01.shp
0089_404.3,2050,89500,Segments_WF - 2023-08-01.shp
0089_405.7,2050,86000,Segments_WF - 2023-08-01.shp
0089_406.4,2050,87500,Segments_WF - 2023-08-01.shp
0089_406.6,2050,73000,Segments_WF - 2023-08-01.shp
0089_407.0,2050,71000,Segments_WF - 2023-08-01.shp
0089_408.1,2050,69500,Segments_WF - 2023-08-01.shp
0089_408.4,2050,36500,Segments_WF - 2023-08-01.shp
0089_409.3,2050,36500,Segments_WF - 2023-08-01.shp
0089_409.6,2050,36500,Segments_WF - 2023-08-01.shp
0089_410.0,2050,35500,Segments_WF - 2023-08-01.shp
0089_410.2,2050,37500,Segments_WF - 2023-08-01.shp
0089_410.5,2050,36500,Segments_WF - 2023-08-01.shp
0089_410.7,2050,38500,Segments_WF - 2023-08-01.shp
0089_411.1,2050,38500,Segments_WF - 2023-08-01.shp
0089_411.3,2050,38000,Segments_WF - 2023-08-01.shp
0089_411.7,2050,36500,Segments_WF - 2023-08-01.shp
0089_412.2,2050,34500,Segments_WF - 2023-08-01.shp
0089_412.4,2050,33500,Segments_WF - 2023-08-01.shp
0089_412.9,2050,37000,Segments_WF - 2023-08-01.shp
0089_413.1,2050,40500,Segments_WF - 2023-08-01.shp
0089_413.3,2050,39000,Segments_WF - 2023-08-01.shp
0089_413.6,2050,40000,Segments_WF - 2023-08-01.shp
0089_413.9,2050,40500,Segments_WF - 2023-08-01.shp
0089_414.2,2050,25500,Segments_WF - 2023-08-01.shp
0089_414.4,2050,25000,Segments_WF - 2023-08-01.shp
0089_414.5,2050,25500,Segments_WF - 2023-08-01.shp
0089_414.9,2050,42000,Segments_WF - 2023-08-01.shp
0089_415.4,2050,38500,Segments_WF - 2023-08-01.shp
0089_415.9,2050,38500,Segments_WF - 2023-08-01.shp
0089_416.5,2050,13500,Segments_WF - 2023-08-01.shp
0089_417.0,2050,13500,Segments_WF - 2023-08-01.shp
0089_417.4,2050,21000,Segments_WF - 2023-08-01.shp
0089_417.9,2050,21500,Segments_WF - 2023-08-01.shp
0089_418.2,2050,21500,Segments_WF - 2023-08-01.shp
0089_418.6,2050,19500,Segments_WF - 2023-08-01.shp
0089_419.3,2050,21000,Segments_WF - 2023-08-01.shp
0089_420.1,2050,20000,Segments_WF - 2023-08-01.shp
0089_420.3,2050,8600,Segments_WF - 2023-08-01.shp
0089_421.7,2050,8500,Segments_WF - 2023-08-01.shp
0089_422.5,2050,11000,Segments_WF - 2023-08-01.shp
0089_422.7,2050,16000,Segments_WF - 2023-08-01.shp
0089_423.4,2050,19000,Segments_WF - 2023-08-01.shp
0089_423.8,2050,16000,Segments_WF - 2023-08-01.shp
0089_425.0,2050,15500,Segments_WF - 2023-08-01.shp
0089_427.1,2050,16000,Segments_WF - 2023-08-01.shp
0089_427.7,2050,16000,Segments_WF - 2023-08-01.shp
0089_428.1,2050,17000,Segments_WF - 2023-08-01.shp
0089_428.8,2050,13500,Segments_WF - 2023-08-01.shp
0089_430.3,2050,21500,Segments_WF - 2023-08-01.shp
0089_432.1,2050,20000,Segments_WF - 2023-08-01.shp
0089_433.3,2050,20000,Segments_WF - 2023-08-01.shp
0090_000.0,2050,15500,Segments_WF - 2023-08-01.shp
0090_000.2,2050,15500,Segments_WF - 2023-08-01.shp
0090_000.5,2050,6500,Segments_WF - 2023-08-01.shp
0091_000.0,2050,22000,Segments_WF - 2023-08-01.shp
0091_000.1,2050,30000,Segments_WF - 2023-08-01.shp
0091_001.0,2050,27500,Segments_WF - 2023-08-01.shp
0091_001.4,2050,28500,Segments_WF - 2023-08-01.shp
0091_001.6,2050,28000,Segments_WF - 2023-08-01.shp
0091_002.0,2050,32000,Segments_WF - 2023-08-01.shp
0091_003.7,2050,22000,Segments_WF - 2023-08-01.shp
0092_000.0,2050,37000,Segments_WF - 2023-08-01.shp
0092_000.1,2050,34000,Segments_WF - 2023-08-01.shp
0092_000.5,2050,41500,Segments_WF - 2023-08-01.shp
0092_000.8,2050,33500,Segments_WF - 2023-08-01.shp
0092_001.4,2050,44500,Segments_WF - 2023-08-01.shp
0092_002.4,2050,52500,Segments_WF - 2023-08-01.shp
0092_003.4,2050,36000,Segments_WF - 2023-08-01.shp
0092_003.9,2050,37500,Segments_WF - 2023-08-01.shp
0092_004.9,2050,27500,Segments_WF - 2023-08-01.shp
0092_005.8,2050,21000,Segments_WF - 2023-08-01.shp
0092_006.4,2050,12000,Segments_WF - 2023-08-01.shp
0092_007.3,2050,11500,Segments_WF - 2023-08-01.shp
0093_000.0,2050,33500,Segments_WF - 2023-08-01.shp
0093_000.1,2050,33500,Segments_WF - 2023-08-01.shp
0097_000.0,2050,13500,Segments_WF - 2023-08-01.shp
0097_000.5,2050,16500,Segments_WF - 2023-08-01.shp
0097_001.1,2050,18000,Segments_WF - 2023-08-01.shp
0097_001.5,2050,19000,Segments_WF - 2023-08-01.shp
0097_002.0,2050,22000,Segments_WF - 2023-08-01.shp
0097_003.1,2050,28500,Segments_WF - 2023-08-01.shp
0097_003.6,2050,31000,Segments_WF - 2023-08-01.shp
0097_004.1,2050,32500,Segments_WF - 2023-08-01.shp
0097_004.4,2050,35000,Segments_WF - 2023-08-01.shp
0097_005.1,2050,38000,Segments_WF - 2023-08-01.shp
0097_005.3,2050,38000,Segments_WF - 2023-08-01.shp
0103_000.0,2050,15500,Segments_WF - 2023-08-01.shp
0104_000.0,2050,22000,Segments_WF - 2023-08-01.shp
0104_000.7,2050,32500,Segments_WF - 2023-08-01.shp
0104_001.0,2050,19500,Segments_WF - 2023-08-01.shp
0104_001.8,2050,13500,Segments_WF - 2023-08-01.shp
0105_000.0,2050,23000,Segments_WF - 2023-08-01.shp
0105_000.2,2050,20500,Segments_WF - 2023-08-01.shp
0105_000.5,2050,24500,Segments_WF - 2023-08-01.shp
0105_000.7,2050,22500,Segments_WF - 2023-08-01.shp
0105_000.8,2050,22500,Segments_WF - 2023-08-01.shp
0106_000.0,2050,14500,Segments_WF - 2023-08-01.shp
0106_000.3,2050,16500,Segments_WF - 2023-08-01.shp
0106_000.4,2050,23500,Segments_WF - 2023-08-01.shp
0106_000.8,2050,23000,Segments_WF - 2023-08-01.shp
0106_001.1,2050,17500,Segments_WF - 2023-08-01.shp
0106_002.0,2050,20500,Segments_WF - 2023-08-01.shp
0106_002.5,2050,19500,Segments_WF - 2023-08-01.shp
0106_003.0,2050,13500,Segments_WF - 2023-08-01.shp
0106_003.6,2050,13000,Segments_WF - 2023-08-01.shp
0106_006.1,2050,10000,Segments_WF - 2023-08-01.shp
0106_007.3,2050,12500,Segments_WF - 2023-08-01.shp
0106_008.0,2050,13000,Segments_WF - 2023-08-01.shp
0106_008.3,2050,13000,Segments_WF - 2023-08-01.shp
0106_009.0,2050,14500,Segments_WF - 2023-08-01.shp
0106_009.4,2050,7900,Segments_WF - 2023-08-01.shp
0107_000.0,2050,11500,Segments_WF - 2023-08-01.shp
0107_000.2,2050,12000,Segments_WF - 2023-08-01.shp
0108_000.0,2050,70000,Segments_WF - 2023-08-01.shp
0108_000.1,2050,64000,Segments_WF - 2023-08-01.shp
0108_000.7,2050,35500,Segments_WF - 2023-08-01.shp
0108_001.0,2050,42500,Segments_WF - 2023-08-01.shp
0108_002.0,2050,38500,Segments_WF - 2023-08-01.shp
0108_002.5,2050,40000,Segments_WF - 2023-08-01.shp
0108_003.0,2050,33500,Segments_WF - 2023-08-01.shp
0108_004.0,2050,28500,Segments_WF - 2023-08-01.shp
0108_005.0,2050,36000,Segments_WF - 2023-08-01.shp
0108_005.5,2050,51500,Segments_WF - 2023-08-01.shp
0108_006.0,2050,41000,Segments_WF - 2023-08-01.shp
0108_006.5,2050,34500,Segments_WF - 2023-08-01.shp
0108_007.0,2050,35500,Segments_WF - 2023-08-01.shp
0108_007.5,2050,39500,Segments_WF - 2023-08-01.shp
0108_008.0,2050,39000,Segments_WF - 2023-08-01.shp
0108_008.5,2050,40000,Segments_WF - 2023-08-01.shp
0108_009.0,2050,31000,Segments_WF - 2023-08-01.shp
0108_010.0,2050,31500,Segments_WF - 2023-08-01.shp
0108_010.1,2050,29000,Segments_WF - 2023-08-01.shp
0108_010.8,2050,29000,Segments_WF - 2023-08-01.shp
0108_011.3,2050,31500,Segments_WF - 2023-08-01.shp
0108_011.6,2050,30500,Segments_WF - 2023-08-01.shp
0108_012.0,2050,21500,Segments_WF - 2023-08-01.shp
0108_012.7,2050,23500,Segments_WF - 2023-08-01.shp
0109_000.0,2050,21000,Segments_WF - 2023-08-01.shp
0109_000.4,2050,22000,Segments_WF - 2023-08-01.shp
0109_001.1,2050,18500,Segments_WF - 2023-08-01.shp
0110_000.0,2050,2700,Segments_WF - 2023-08-01.shp
0110_001.0,2050,4500,Segments_WF - 2023-08-01.shp
0110_002.0,2050,5400,Segments_WF - 2023-08-01.shp
0110_002.5,2050,5400,Segments_WF - 2023-08-01.shp
0110_003.0,2050,8500,Segments_WF - 2023-08-01.shp
0111_000.0,2050,18500,Segments_WF - 2023-08-01.shp
0111_000.8,2050,21500,Segments_WF - 2023-08-01.shp
0111_001.8,2050,22500,Segments_WF - 2023-08-01.shp
0111_002.3,2050,23500,Segments_WF - 2023-08-01.shp
0111_004.5,2050,27000,Segments_WF - 2023-08-01.shp
0111_004.7,2050,20000,Segments_WF - 2023-08-01.shp
0111_005.8,2050,22000,Segments_WF - 2023-08-01.shp
0111_007.1,2050,18500,Segments_WF - 2023-08-01.shp
0111_008.1,2050,14000,Segments_WF - 2023-08-01.shp
0111_009.1,2050,12000,Segments_WF - 2023-08-01.shp
0111_009.6,2050,15000,Segments_WF - 2023-08-01.shp
0111_010.1,2050,13500,Segments_WF - 2023-08-01.shp
0114_000.0,2050,37000,Segments_WF - 2023-08-01.shp
0114_000.4,2050,37500,Segments_WF - 2023-08-01.shp
0114_000.5,2050,35000,Segments_WF - 2023-08-01.shp
0114_001.1,2050,34000,Segments_WF - 2023-08-01.shp
0114_001.2,2050,34000,Segments_WF - 2023-08-01.shp
0114_001.6,2050,19000,Segments_WF - 2023-08-01.shp
0114_002.2,2050,9900,Segments_WF - 2023-08-01.shp
0114_002.3,2050,12500,Segments_WF - 2023-08-01.shp
0114_003.0,2050,8300,Segments_WF - 2023-08-01.shp
0114_003.4,2050,10500,Segments_WF - 2023-08-01.shp
0114_003.8,2050,15000,Segments_WF - 2023-08-01.shp
0114_004.7,2050,121000,Segments_WF - 2023-08-01.shp
0114_005.0,2050,84500,Segments_WF - 2023-08-01.shp
0114_005.3,2050,86500,Segments_WF - 2023-08-01.shp
0114_005.8,2050,84000,Segments_WF - 2023-08-01.shp
0114_006.1,2050,89000,Segments_WF - 2023-08-01.shp
0114_006.6,2050,96500,Segments_WF - 2023-08-01.shp
0114_007.1,2050,102000,Segments_WF - 2023-08-01.shp
0114_007.6,2050,93000,Segments_WF - 2023-08-01.shp
0114_008.2,2050,30500,Segments_WF - 2023-08-01.shp
0114_008.6,2050,26500,Segments_WF - 2023-08-01.shp
0114_009.1,2050,25500,Segments_WF - 2023-08-01.shp
0114_010.3,2050,17500,Segments_WF - 2023-08-01.shp
0114_010.6,2050,18000,Segments_WF - 2023-08-01.shp
0115_000.0,2050,16500,Segments_WF - 2023-08-01.shp
0115_000.3,2050,18000,Segments_WF - 2023-08-01.shp
0115_000.5,2050,26000,Segments_WF - 2023-08-01.shp
0115_000.7,2050,17000,Segments_WF - 2023-08-01.shp
0115_000.9,2050,8600,Segments_WF - 2023-08-01.shp
0115_001.6,2050,13000,Segments_WF - 2023-08-01.shp
0115_002.8,2050,7600,Segments_WF - 2023-08-01.shp
0115_003.7,2050,5800,Segments_WF - 2023-08-01.shp
0115_005.7,2050,4400,Segments_WF - 2023-08-01.shp
0115_006.3,2050,19000,Segments_WF - 2023-08-01.shp
0115_007.1,2050,2300,Segments_WF - 2023-08-01.shp
0115_007.7,2050,1900,Segments_WF - 2023-08-01.shp
0126_000.0,2050,24000,Segments_WF - 2023-08-01.shp
0126_000.2,2050,30000,Segments_WF - 2023-08-01.shp
0126_000.3,2050,29000,Segments_WF - 2023-08-01.shp
0126_000.6,2050,35500,Segments_WF - 2023-08-01.shp
0126_000.8,2050,36500,Segments_WF - 2023-08-01.shp
0126_001.7,2050,29000,Segments_WF - 2023-08-01.shp
0126_001.9,2050,30000,Segments_WF - 2023-08-01.shp
0126_002.3,2050,34500,Segments_WF - 2023-08-01.shp
0126_003.3,2050,27500,Segments_WF - 2023-08-01.shp
0126_003.8,2050,28500,Segments_WF - 2023-08-01.shp
0126_004.6,2050,26500,Segments_WF - 2023-08-01.shp
0126_005.2,2050,26500,Segments_WF - 2023-08-01.shp
0126_005.4,2050,25000,Segments_WF - 2023-08-01.shp
0126_005.7,2050,34000,Segments_WF - 2023-08-01.shp
0126_006.1,2050,19000,Segments_WF - 2023-08-01.shp
0126_006.2,2050,20500,Segments_WF - 2023-08-01.shp
0126_006.7,2050,20500,Segments_WF - 2023-08-01.shp
0126_007.2,2050,26000,Segments_WF - 2023-08-01.shp
0126_007.7,2050,26000,Segments_WF - 2023-08-01.shp
0126_008.2,2050,23000,Segments_WF - 2023-08-01.shp
0126_008.7,2050,45000,Segments_WF - 2023-08-01.shp
0126_009.1,2050,45000,Segments_WF - 2023-08-01.shp
0126_009.2,2050,29500,Segments_WF - 2023-08-01.shp
0126_009.7,2050,29000,Segments_WF - 2023-08-01.shp
0126_010.2,2050,29500,Segments_WF - 2023-08-01.shp
0126_010.7,2050,27500,Segments_WF - 2023-08-01.shp
0126_011.2,2050,19000,Segments_WF - 2023-08-01.shp
0126_011.7,2050,25500,Segments_WF - 2023-08-01.shp
0126_012.7,2050,25500,Segments_WF - 2023-08-01.shp
0126_013.3,2050,18000,Segments_WF - 2023-08-01.shp
0126_013.7,2050,18000,Segments_WF - 2023-08-01.shp
0126_014.5,2050,13500,Segments_WF - 2023-08-01.shp
0126_014.9,2050,10500,Segments_WF - 2023-08-01.shp
0126_016.1,2050,11500,Segments_WF - 2023-08-01.shp
0126_017.5,2050,11000,Segments_WF - 2023-08-01.shp
0126_018.7,2050,15500,Segments_WF - 2023-08-01.shp
0126_019.7,2050,11000,Segments_WF - 2023-08-01.shp
0126_020.8,2050,12000,Segments_WF - 2023-08-01.shp
0126_021.2,2050,12000,Segments_WF - 2023-08-01.shp
0127_000.0,2050,16000,Segments_WF - 2023-08-01.shp
0127_001.5,2050,17000,Segments_WF - 2023-08-01.shp
0127_001.7,2050,22000,Segments_WF - 2023-08-01.shp
0129_000.0,2050,19500,Segments_WF - 2023-08-01.shp
0129_000.5,2050,29000,Segments_WF - 2023-08-01.shp
0129_001.4,2050,40500,Segments_WF - 2023-08-01.shp
0129_001.8,2050,19500,Segments_WF - 2023-08-01.shp
0129_003.0,2050,22000,Segments_WF - 2023-08-01.shp
0129_003.3,2050,19500,Segments_WF - 2023-08-01.shp
0129_003.9,2050,20000,Segments_WF - 2023-08-01.shp
0129_004.5,2050,13000,Segments_WF - 2023-08-01.shp
0129_005.8,2050,15000,Segments_WF - 2023-08-01.shp
0129_006.1,2050,16500,Segments_WF - 2023-08-01.shp
0131_001.5,2050,53000,Segments_WF - 2023-08-01.shp
0131_001.7,2050,30500,Segments_WF - 2023-08-01.shp
0134_000.0,2050,9300,Segments_WF - 2023-08-01.shp
0134_001.0,2050,11000,Segments_WF - 2023-08-01.shp
0134_002.0,2050,11500,Segments_WF - 2023-08-01.shp
0134_003.0,2050,10000,Segments_WF - 2023-08-01.shp
0134_003.8,2050,6900,Segments_WF - 2023-08-01.shp
0134_006.5,2050,5500,Segments_WF - 2023-08-01.shp
0134_007.1,2050,4900,Segments_WF - 2023-08-01.shp
0134_007.4,2050,3300,Segments_WF - 2023-08-01.shp
0134_008.5,2050,5700,Segments_WF - 2023-08-01.shp
0134_009.2,2050,9200,Segments_WF - 2023-08-01.shp
0134_010.5,2050,9400,Segments_WF - 2023-08-01.shp
0134_011.3,2050,30500,Segments_WF - 2023-08-01.shp
0134_011.9,2050,35000,Segments_WF - 2023-08-01.shp
0134_012.4,2050,20500,Segments_WF - 2023-08-01.shp
0134_012.5,2050,20000,Segments_WF - 2023-08-01.shp
0134_013.1,2050,21500,Segments_WF - 2023-08-01.shp
0135_000.0,2050,4400,Segments_WF - 2023-08-01.shp
0135_000.1,2050,20500,Segments_WF - 2023-08-01.shp
0135_000.2,2050,34000,Segments_WF - 2023-08-01.shp
0135_000.4,2050,38500,Segments_WF - 2023-08-01.shp
0140_000.0,2050,2500,Segments_WF - 2023-08-01.shp
0140_000.5,2050,23000,Segments_WF - 2023-08-01.shp
0140_000.8,2050,25000,Segments_WF - 2023-08-01.shp
0141_000.0,2050,3700,Segments_WF - 2023-08-01.shp
0141_000.9,2050,4300,Segments_WF - 2023-08-01.shp
0141_002.2,2050,8700,Segments_WF - 2023-08-01.shp
0141_003.2,2050,5400,Segments_WF - 2023-08-01.shp
0141_003.5,2050,3700,Segments_WF - 2023-08-01.shp
0141_004.1,2050,3000,Segments_WF - 2023-08-01.shp
0141_005.2,2050,4800,Segments_WF - 2023-08-01.shp
0141_006.0,2050,5200,Segments_WF - 2023-08-01.shp
0145_000.0,2050,37000,Segments_WF - 2023-08-01.shp
0145_001.1,2050,102000,Segments_WF - 2023-08-01.shp
0145_001.4,2050,101000,Segments_WF - 2023-08-01.shp
0145_002.8,2050,103000,Segments_WF - 2023-08-01.shp
0145_003.3,2050,111000,Segments_WF - 2023-08-01.shp
0145_003.8,2050,114000,Segments_WF - 2023-08-01.shp
0145_004.4,2050,121000,Segments_WF - 2023-08-01.shp
0145_004.8,2050,130000,Segments_WF - 2023-08-01.shp
0145_005.3,2050,68000,Segments_WF - 2023-08-01.shp
0145_005.8,2050,45500,Segments_WF - 2023-08-01.shp
0145_006.2,2050,28000,Segments_WF - 2023-08-01.shp
0145_006.6,2050,48500,Segments_WF - 2023-08-01.shp
0147_000.0,2050,2400,Segments_WF - 2023-08-01.shp
0147_001.0,2050,1900,Segments_WF - 2023-08-01.shp
0147_003.1,2050,1000,Segments_WF - 2023-08-01.shp
0147_003.9,2050,1400,Segments_WF - 2023-08-01.shp
0147_004.8,2050,2700,Segments_WF - 2023-08-01.shp
0147_005.9,2050,6700,Segments_WF - 2023-08-01.shp
0147_006.9,2050,9200,Segments_WF - 2023-08-01.shp
0147_008.1,2050,16000,Segments_WF - 2023-08-01.shp
0147_008.8,2050,14500,Segments_WF - 2023-08-01.shp
0147_010.3,2050,7700,Segments_WF - 2023-08-01.shp
0147_011.8,2050,5600,Segments_WF - 2023-08-01.shp
0147_012.1,2050,13500,Segments_WF - 2023-08-01.shp
0147_012.4,2050,13500,Segments_WF - 2023-08-01.shp
0147_012.7,2050,14000,Segments_WF - 2023-08-01.shp
0147_012.9,2050,14000,Segments_WF - 2023-08-01.shp
0147_013.1,2050,9800,Segments_WF - 2023-08-01.shp
0147_013.2,2050,8200,Segments_WF - 2023-08-01.shp
0147_013.4,2050,8900,Segments_WF - 2023-08-01.shp
0147_014.4,2050,12000,Segments_WF - 2023-08-01.shp
0147_015.2,2050,5100,Segments_WF - 2023-08-01.shp
0147_016.2,2050,1800,Segments_WF - 2023-08-01.shp
0147_017.2,2050,7300,Segments_WF - 2023-08-01.shp
0151_000.0,2050,37500,Segments_WF - 2023-08-01.shp
0151_000.3,2050,36500,Segments_WF - 2023-08-01.shp
0151_000.5,2050,36000,Segments_WF - 2023-08-01.shp
0151_001.0,2050,27000,Segments_WF - 2023-08-01.shp
0151_001.5,2050,26500,Segments_WF - 2023-08-01.shp
0151_002.0,2050,50500,Segments_WF - 2023-08-01.shp
0151_002.5,2050,53000,Segments_WF - 2023-08-01.shp
0151_003.0,2050,53000,Segments_WF - 2023-08-01.shp
0151_003.5,2050,55000,Segments_WF - 2023-08-01.shp
0151_003.9,2050,49500,Segments_WF - 2023-08-01.shp
0152_000.0,2050,22000,Segments_WF - 2023-08-01.shp
0152_000.1,2050,21000,Segments_WF - 2023-08-01.shp
0152_000.7,2050,15000,Segments_WF - 2023-08-01.shp
0152_001.4,2050,33500,Segments_WF - 2023-08-01.shp
0152_002.3,2050,48500,Segments_WF - 2023-08-01.shp
0152_002.5,2050,60500,Segments_WF - 2023-08-01.shp
0152_002.8,2050,60500,Segments_WF - 2023-08-01.shp
0154_000.0,2050,26000,Segments_WF - 2023-08-01.shp
0154_000.5,2050,115000,Segments_WF - 2023-08-01.shp
0154_000.8,2050,115000,Segments_WF - 2023-08-01.shp
0154_001.4,2050,118000,Segments_WF - 2023-08-01.shp
0154_003.2,2050,80000,Segments_WF - 2023-08-01.shp
0154_004.2,2050,86000,Segments_WF - 2023-08-01.shp
0154_005.8,2050,94500,Segments_WF - 2023-08-01.shp
0154_006.8,2050,101000,Segments_WF - 2023-08-01.shp
0154_008.3,2050,116000,Segments_WF - 2023-08-01.shp
0154_009.6,2050,121000,Segments_WF - 2023-08-01.shp
0154_010.4,2050,126000,Segments_WF - 2023-08-01.shp
