SEGID,YEAR,FORECAST,SOURCE
WFRC_8126,2050,7300,Segments_WF - 2023-08-01.shp
WFRC_8127,2050,1700,Segments_WF - 2023-08-01.shp
WFRC_8128,2050,1100,Segments_WF - 2023-08-01.shp
WFRC_8129,2050,900,Segments_WF - 2023-08-01.shp
WFRC_8130,2050,800,Segments_WF - 2023-08-01.shp
WFRC_8131,2050,60,Segments_WF - 2023-08-01.shp
WFRC_8132,2050,13000,Segments_WF - 2023-08-01.shp
WFRC_8133,2050,100,Segments_WF - 2023-08-01.shp
WFRC_8134,2050,200,Segments_WF - 2023-08-01.shp
WFRC_8135,2050,6900,Segments_WF - 2023-08-01.shp
WFRC_8136,2050,1100,Segments_WF - 2023-08-01.shp
WFRC_8137,2050,2700,Segments_WF - 2023-08-01.shp
WFRC_8138,2050,3100,Segments_WF - 2023-08-01.shp
WFRC_8139,2050,7700,Segments_WF - 2023-08-01.shp
WFRC_8140,2050,2300,Segments_WF - 2023-08-01.shp
WFRC_8141,2050,14500,Segments_WF - 2023-08-01.shp
WFRC_8142,2050,9000,Segments_WF - 2023-08-01.shp
WFRC_8143,2050,6000,Segments_WF - 2023-08-01.shp
WFRC_8144,2050,10500,Segments_WF - 2023-08-01.shp
WFRC_8145,2050,500,Segments_WF - 2023-08-01.shp
WFRC_8146,2050,13500,Segments_WF - 2023-08-01.shp
WFRC_8147,2050,500,Segments_WF - 2023-08-01.shp
WFRC_8148,2050,12000,Segments_WF - 2023-08-01.shp
WFRC_8149,2050,12000,Segments_WF - 2023-08-01.shp
WFRC_8150,2050,14500,Segments_WF - 2023-08-01.shp
WFRC_8151,2050,2200,Segments_WF - 2023-08-01.shp
WFRC_8152,2050,1900,Segments_WF - 2023-08-01.shp
WFRC_8153,2050,4300,Segments_WF - 2023-08-01.shp
WFRC_8154,2050,115000,Segments_WF - 2023-08-01.shp
WFRC_8155,2050,115000,Segments_WF - 2023-08-01.shp
WFRC_8156,2050,71000,Segments_WF - 2023-08-01.shp
WFRC_8157,2050,103000,Segments_WF - 2023-08-01.shp
WFRC_8158,2050,6600,Segments_WF - 2023-08-01.shp
WFRC_8159,2050,48500,Segments_WF - 2023-08-01.shp
WFRC_8160,2050,1500,Segments_WF - 2023-08-01.shp
WFRC_8161,2050,21500,Segments_WF - 2023-08-01.shp
WFRC_8162,2050,14000,Segments_WF - 2023-08-01.shp
WFRC_8163,2050,17000,Segments_WF - 2023-08-01.shp
WFRC_8164,2050,14000,Segments_WF - 2023-08-01.shp
WFRC_8182,2050,28500,Segments_WF - 2023-08-01.shp
WFRC_8198,2050,147000,Segments_WF - 2023-08-01.shp
WFRC_8199,2050,34500,Segments_WF - 2023-08-01.shp
WFRC_8200,2050,24000,Segments_WF - 2023-08-01.shp
WFRC_8204,2050,3400,Segments_WF - 2023-08-01.shp
WFRC_8205,2050,3000,Segments_WF - 2023-08-01.shp
WFRC_8206,2050,600,Segments_WF - 2023-08-01.shp
WFRC_8207,2050,250,Segments_WF - 2023-08-01.shp
WFRC_8208,2050,200,Segments_WF - 2023-08-01.shp
WFRC_8209,2050,1100,Segments_WF - 2023-08-01.shp
WFRC_8210,2050,9700,Segments_WF - 2023-08-01.shp
WFRC_8211,2050,43000,Segments_WF - 2023-08-01.shp
WFRC_8212,2050,2300,Segments_WF - 2023-08-01.shp
WFRC_8213,2050,950,Segments_WF - 2023-08-01.shp
WFRC_8215,2050,8900,Segments_WF - 2023-08-01.shp
WFRC_8216,2050,27000,Segments_WF - 2023-08-01.shp
WFRC_8217,2050,19500,Segments_WF - 2023-08-01.shp
WFRC_8218,2050,37500,Segments_WF - 2023-08-01.shp
WFRC_8219,2050,2000,Segments_WF - 2023-08-01.shp
WFRC_8220,2050,2300,Segments_WF - 2023-08-01.shp
0194_002.8,2050,29500,Segments_WF - 2023-08-01.shp
0241_000.0,2050,36000,Segments_WF - 2023-08-01.shp
MAG_6253,2050,77500,Segments_WF - 2023-08-01.shp
MAG_6252,2050,3200,Segments_WF - 2023-08-01.shp
MAG_6254,2050,21000,Segments_WF - 2023-08-01.shp
MAG_6079,2050,5300,Segments_WF - 2023-08-01.shp
WFRC_8262,2050,10500,Segments_WF - 2023-08-01.shp
2030_010.6,2050,49500,Segments_WF - 2023-08-01.shp
0186_004.6,2050,28500,Segments_WF - 2023-08-01.shp
2038_000.5,2050,2900,Segments_WF - 2023-08-01.shp
2040_000.0,2050,9100,Segments_WF - 2023-08-01.shp
2040_000.1,2050,9100,Segments_WF - 2023-08-01.shp
2038_003.7,2050,3900,Segments_WF - 2023-08-01.shp
2038_003.5,2050,3900,Segments_WF - 2023-08-01.shp
1459_003.1,2050,3200,Segments_WF - 2023-08-01.shp
1427_000.1,2050,12500,Segments_WF - 2023-08-01.shp
1438_000.9,2050,12500,Segments_WF - 2023-08-01.shp
2164_005.0,2050,6700,Segments_WF - 2023-08-01.shp
1467_002.1,2050,26500,Segments_WF - 2023-08-01.shp
0232_000.3,2050,30000,Segments_WF - 2023-08-01.shp
2266_005.8,2050,14000,Segments_WF - 2023-08-01.shp
2266_005.9,2050,14000,Segments_WF - 2023-08-01.shp
WFRC_8264,2050,9700,Segments_WF - 2023-08-01.shp
1459_003.6,2050,16000,Segments_WF - 2023-08-01.shp
1392_001.8,2050,23000,Segments_WF - 2023-08-01.shp
1386_000.5,2050,11000,Segments_WF - 2023-08-01.shp
WFRC_8265,2050,4300,Segments_WF - 2023-08-01.shp
2151_002.3,2050,4800,Segments_WF - 2023-08-01.shp
0172_006.0,2050,10500,Segments_WF - 2023-08-01.shp
2107_003.5,2050,7900,Segments_WF - 2023-08-01.shp
2094_002.5,2050,11500,Segments_WF - 2023-08-01.shp
2040_007.2,2050,12000,Segments_WF - 2023-08-01.shp
2168_003.1,2050,6700,Segments_WF - 2023-08-01.shp
2250_006.4,2050,10000,Segments_WF - 2023-08-01.shp
0006_146.9,2040,1800,Segments_WF - 2023-08-01.shp
0006_149.9,2040,3400,Segments_WF - 2023-08-01.shp
0006_150.6,2040,3500,Segments_WF - 2023-08-01.shp
0006_152.6,2040,3400,Segments_WF - 2023-08-01.shp
0006_152.9,2040,5200,Segments_WF - 2023-08-01.shp
0006_155.9,2040,6400,Segments_WF - 2023-08-01.shp
0006_157.3,2040,7700,Segments_WF - 2023-08-01.shp
0006_157.6,2040,8900,Segments_WF - 2023-08-01.shp
0006_158.5,2040,12000,Segments_WF - 2023-08-01.shp
0006_159.6,2040,18500,Segments_WF - 2023-08-01.shp
0006_159.8,2040,23500,Segments_WF - 2023-08-01.shp
0006_160.3,2040,33000,Segments_WF - 2023-08-01.shp
0006_173.4,2040,68000,Segments_WF - 2023-08-01.shp
0006_173.7,2040,57500,Segments_WF - 2023-08-01.shp
0006_174.0,2040,53500,Segments_WF - 2023-08-01.shp
0006_174.4,2040,52000,Segments_WF - 2023-08-01.shp
0006_174.9,2040,48000,Segments_WF - 2023-08-01.shp
0006_175.6,2040,35000,Segments_WF - 2023-08-01.shp
0006_176.1,2040,32500,Segments_WF - 2023-08-01.shp
0006_177.0,2040,32000,Segments_WF - 2023-08-01.shp
0006_177.2,2040,20000,Segments_WF - 2023-08-01.shp
0006_177.5,2040,21000,Segments_WF - 2023-08-01.shp
0006_177.9,2040,15500,Segments_WF - 2023-08-01.shp
0013_000.0,2040,20500,Segments_WF - 2023-08-01.shp
0013_000.6,2040,20500,Segments_WF - 2023-08-01.shp
0013_001.3,2040,17000,Segments_WF - 2023-08-01.shp
0013_001.6,2040,18000,Segments_WF - 2023-08-01.shp
0013_001.8,2040,17500,Segments_WF - 2023-08-01.shp
0013_002.5,2040,17500,Segments_WF - 2023-08-01.shp
0013_002.9,2040,6300,Segments_WF - 2023-08-01.shp
0013_003.3,2040,7500,Segments_WF - 2023-08-01.shp
0013_004.9,2040,11500,Segments_WF - 2023-08-01.shp
0013_005.6,2040,13000,Segments_WF - 2023-08-01.shp
0015_241.6,2040,40500,Segments_WF - 2023-08-01.shp
0015_242.4,2040,47000,Segments_WF - 2023-08-01.shp
0015_244.8,2040,72000,Segments_WF - 2023-08-01.shp
0015_246.9,2040,72000,Segments_WF - 2023-08-01.shp
0015_248.8,2040,83000,Segments_WF - 2023-08-01.shp
0015_250.9,2040,78500,Segments_WF - 2023-08-01.shp
0015_251.6,2040,111000,Segments_WF - 2023-08-01.shp
0015_252.5,2040,70000,Segments_WF - 2023-08-01.shp
0015_253.6,2040,78000,Segments_WF - 2023-08-01.shp
0015_255.9,2040,95500,Segments_WF - 2023-08-01.shp
0015_257.3,2040,91000,Segments_WF - 2023-08-01.shp
0015_257.6,2040,141000,Segments_WF - 2023-08-01.shp
0015_258.8,2040,161000,Segments_WF - 2023-08-01.shp
0015_260.0,2040,168000,Segments_WF - 2023-08-01.shp
0015_261.8,2040,180000,Segments_WF - 2023-08-01.shp
0015_263.4,2040,169000,Segments_WF - 2023-08-01.shp
0015_264.2,2040,169000,Segments_WF - 2023-08-01.shp
0015_265.6,2040,195000,Segments_WF - 2023-08-01.shp
0015_266.5,2040,215000,Segments_WF - 2023-08-01.shp
0015_267.9,2040,215000,Segments_WF - 2023-08-01.shp
0015_269.0,2040,237000,Segments_WF - 2023-08-01.shp
0015_269.6,2040,283000,Segments_WF - 2023-08-01.shp
0015_270.6,2040,252000,Segments_WF - 2023-08-01.shp
0015_271.6,2040,304000,Segments_WF - 2023-08-01.shp
0015_272.7,2040,304000,Segments_WF - 2023-08-01.shp
0015_274.7,2040,297000,Segments_WF - 2023-08-01.shp
0015_275.3,2040,285000,Segments_WF - 2023-08-01.shp
0015_276.4,2040,295000,Segments_WF - 2023-08-01.shp
0015_278.5,2040,274000,Segments_WF - 2023-08-01.shp
0015_279.6,2040,261000,Segments_WF - 2023-08-01.shp
0015_282.2,2040,293000,Segments_WF - 2023-08-01.shp
0015_283.3,2040,286000,Segments_WF - 2023-08-01.shp
0015_283.9,2040,278000,Segments_WF - 2023-08-01.shp
0015_285.1,2040,274000,Segments_WF - 2023-08-01.shp
0015_285.8,2040,265000,Segments_WF - 2023-08-01.shp
0015_286.8,2040,265000,Segments_WF - 2023-08-01.shp
0015_288.2,2040,251000,Segments_WF - 2023-08-01.shp
0015_289.8,2040,313000,Segments_WF - 2023-08-01.shp
0015_291.4,2040,275000,Segments_WF - 2023-08-01.shp
0015_292.6,2040,271000,Segments_WF - 2023-08-01.shp
0015_293.0,2040,266000,Segments_WF - 2023-08-01.shp
0015_293.6,2040,266000,Segments_WF - 2023-08-01.shp
0015_295.6,2040,357000,Segments_WF - 2023-08-01.shp
0015_297.9,2040,366000,Segments_WF - 2023-08-01.shp
0015_299.0,2040,269000,Segments_WF - 2023-08-01.shp
0015_300.3,2040,298000,Segments_WF - 2023-08-01.shp
0015_301.7,2040,300000,Segments_WF - 2023-08-01.shp
0015_302.5,2040,300000,Segments_WF - 2023-08-01.shp
0015_303.4,2040,278000,Segments_WF - 2023-08-01.shp
0015_304.7,2040,277000,Segments_WF - 2023-08-01.shp
0015_305.2,2040,343000,Segments_WF - 2023-08-01.shp
0015_305.9,2040,337000,Segments_WF - 2023-08-01.shp
0015_306.3,2040,282000,Segments_WF - 2023-08-01.shp
0015_307.2,2040,279000,Segments_WF - 2023-08-01.shp
0015_307.5,2040,313000,Segments_WF - 2023-08-01.shp
0015_307.6,2040,267000,Segments_WF - 2023-08-01.shp
0015_307.8,2040,219000,Segments_WF - 2023-08-01.shp
0015_308.4,2040,216000,Segments_WF - 2023-08-01.shp
0015_309.3,2040,193000,Segments_WF - 2023-08-01.shp
0015_310.2,2040,194000,Segments_WF - 2023-08-01.shp
0015_311.4,2040,192000,Segments_WF - 2023-08-01.shp
0015_311.8,2040,222000,Segments_WF - 2023-08-01.shp
0015_313.7,2040,194000,Segments_WF - 2023-08-01.shp
0015_315.3,2040,187000,Segments_WF - 2023-08-01.shp
0015_316.9,2040,189000,Segments_WF - 2023-08-01.shp
0015_317.6,2040,161000,Segments_WF - 2023-08-01.shp
0015_318.3,2040,180000,Segments_WF - 2023-08-01.shp
0015_319.5,2040,188000,Segments_WF - 2023-08-01.shp
0015_321.0,2040,171000,Segments_WF - 2023-08-01.shp
0015_322.0,2040,154000,Segments_WF - 2023-08-01.shp
0015_323.8,2040,146000,Segments_WF - 2023-08-01.shp
0015_324.4,2040,149000,Segments_WF - 2023-08-01.shp
0015_325.6,2040,154000,Segments_WF - 2023-08-01.shp
0015_328.7,2040,177000,Segments_WF - 2023-08-01.shp
0015_330.1,2040,156000,Segments_WF - 2023-08-01.shp
0015_331.6,2040,158000,Segments_WF - 2023-08-01.shp
0015_332.9,2040,158000,Segments_WF - 2023-08-01.shp
0015_334.1,2040,164000,Segments_WF - 2023-08-01.shp
0015_335.8,2040,164000,Segments_WF - 2023-08-01.shp
0015_337.0,2040,160000,Segments_WF - 2023-08-01.shp
0015_338.5,2040,149000,Segments_WF - 2023-08-01.shp
0015_339.1,2040,138000,Segments_WF - 2023-08-01.shp
0015_340.3,2040,159000,Segments_WF - 2023-08-01.shp
0015_342.0,2040,158000,Segments_WF - 2023-08-01.shp
0015_343.1,2040,145000,Segments_WF - 2023-08-01.shp
0015_343.9,2040,127000,Segments_WF - 2023-08-01.shp
0015_345.0,2040,109000,Segments_WF - 2023-08-01.shp
0015_346.7,2040,95500,Segments_WF - 2023-08-01.shp
0015_349.4,2040,77000,Segments_WF - 2023-08-01.shp
0015_351.9,2040,79000,Segments_WF - 2023-08-01.shp
0015_357.6,2040,73000,Segments_WF - 2023-08-01.shp
0015_362.0,2040,46000,Segments_WF - 2023-08-01.shp
0015_363.7,2040,42500,Segments_WF - 2023-08-01.shp
0015_365.5,2040,37000,Segments_WF - 2023-08-01.shp
0026_000.0,2040,28500,Segments_WF - 2023-08-01.shp
0026_000.2,2040,28500,Segments_WF - 2023-08-01.shp
0026_000.4,2040,55000,Segments_WF - 2023-08-01.shp
0026_000.7,2040,57500,Segments_WF - 2023-08-01.shp
0026_001.0,2040,57000,Segments_WF - 2023-08-01.shp
0026_001.3,2040,57000,Segments_WF - 2023-08-01.shp
0026_001.8,2040,59000,Segments_WF - 2023-08-01.shp
0026_002.7,2040,60000,Segments_WF - 2023-08-01.shp
0026_003.0,2040,15000,Segments_WF - 2023-08-01.shp
0026_003.2,2040,15500,Segments_WF - 2023-08-01.shp
0026_003.3,2040,14500,Segments_WF - 2023-08-01.shp
0026_003.5,2040,12500,Segments_WF - 2023-08-01.shp
0037_000.0,2040,35000,Segments_WF - 2023-08-01.shp
0037_001.0,2040,36500,Segments_WF - 2023-08-01.shp
0037_001.5,2040,31500,Segments_WF - 2023-08-01.shp
0037_002.0,2040,19500,Segments_WF - 2023-08-01.shp
0037_003.0,2040,5100,Segments_WF - 2023-08-01.shp
0037_003.5,2040,5000,Segments_WF - 2023-08-01.shp
0037_004.1,2040,12000,Segments_WF - 2023-08-01.shp
0037_004.5,2040,6800,Segments_WF - 2023-08-01.shp
0037_005.7,2040,6900,Segments_WF - 2023-08-01.shp
0037_006.2,2040,5900,Segments_WF - 2023-08-01.shp
0037_006.7,2040,6500,Segments_WF - 2023-08-01.shp
0037_007.2,2040,5800,Segments_WF - 2023-08-01.shp
0037_009.0,2040,8100,Segments_WF - 2023-08-01.shp
0037_009.6,2040,7300,Segments_WF - 2023-08-01.shp
0037_010.0,2040,14500,Segments_WF - 2023-08-01.shp
0037_010.5,2040,12500,Segments_WF - 2023-08-01.shp
0037_011.5,2040,13000,Segments_WF - 2023-08-01.shp
0038_000.0,2040,3300,Segments_WF - 2023-08-01.shp
0038_000.5,2040,4600,Segments_WF - 2023-08-01.shp
0038_003.2,2040,4500,Segments_WF - 2023-08-01.shp
0039_000.0,2040,12500,Segments_WF - 2023-08-01.shp
0039_000.5,2040,14000,Segments_WF - 2023-08-01.shp
0039_001.5,2040,14500,Segments_WF - 2023-08-01.shp
0039_002.4,2040,14500,Segments_WF - 2023-08-01.shp
0039_003.5,2040,20500,Segments_WF - 2023-08-01.shp
0039_004.0,2040,35000,Segments_WF - 2023-08-01.shp
0039_004.3,2040,42000,Segments_WF - 2023-08-01.shp
0039_005.1,2040,38500,Segments_WF - 2023-08-01.shp
0039_006.0,2040,26500,Segments_WF - 2023-08-01.shp
0039_006.1,2040,26500,Segments_WF - 2023-08-01.shp
0039_006.2,2040,26500,Segments_WF - 2023-08-01.shp
0039_006.4,2040,26000,Segments_WF - 2023-08-01.shp
0039_007.3,2040,22500,Segments_WF - 2023-08-01.shp
0039_007.7,2040,12000,Segments_WF - 2023-08-01.shp
0039_007.9,2040,7500,Segments_WF - 2023-08-01.shp
0039_008.7,2040,10000,Segments_WF - 2023-08-01.shp
0048_000.0,2040,42000,Segments_WF - 2023-08-01.shp
0048_000.5,2040,33000,Segments_WF - 2023-08-01.shp
0048_001.0,2040,37000,Segments_WF - 2023-08-01.shp
0048_001.5,2040,37000,Segments_WF - 2023-08-01.shp
0048_002.0,2040,36000,Segments_WF - 2023-08-01.shp
0048_002.5,2040,34500,Segments_WF - 2023-08-01.shp
0048_003.3,2040,37000,Segments_WF - 2023-08-01.shp
0048_003.5,2040,65000,Segments_WF - 2023-08-01.shp
0048_003.9,2040,50000,Segments_WF - 2023-08-01.shp
0048_004.1,2040,48000,Segments_WF - 2023-08-01.shp
0051_000.0,2040,7700,Segments_WF - 2023-08-01.shp
0051_000.6,2040,10500,Segments_WF - 2023-08-01.shp
0051_001.0,2040,10500,Segments_WF - 2023-08-01.shp
0051_002.4,2040,15500,Segments_WF - 2023-08-01.shp
0052_000.0,2040,27000,Segments_WF - 2023-08-01.shp
0052_000.5,2040,53000,Segments_WF - 2023-08-01.shp
0052_000.6,2040,51000,Segments_WF - 2023-08-01.shp
0052_001.0,2040,49000,Segments_WF - 2023-08-01.shp
0052_001.5,2040,45000,Segments_WF - 2023-08-01.shp
0052_001.8,2040,50000,Segments_WF - 2023-08-01.shp
0052_002.1,2040,50500,Segments_WF - 2023-08-01.shp
0052_002.6,2040,35500,Segments_WF - 2023-08-01.shp
0052_003.1,2040,44000,Segments_WF - 2023-08-01.shp
0052_003.7,2040,47500,Segments_WF - 2023-08-01.shp
0053_000.1,2040,28500,Segments_WF - 2023-08-01.shp
0053_000.9,2040,34500,Segments_WF - 2023-08-01.shp
0053_001.5,2040,26000,Segments_WF - 2023-08-01.shp
0053_001.7,2040,24500,Segments_WF - 2023-08-01.shp
0053_001.8,2040,23000,Segments_WF - 2023-08-01.shp
0060_000.0,2040,18500,Segments_WF - 2023-08-01.shp
0060_000.8,2040,3500,Segments_WF - 2023-08-01.shp
0060_003.7,2040,1600,Segments_WF - 2023-08-01.shp
0060_004.4,2040,5900,Segments_WF - 2023-08-01.shp
0060_007.4,2040,5500,Segments_WF - 2023-08-01.shp
0067_000.0,2040,72000,Segments_WF - 2023-08-01.shp
0067_001.0,2040,72000,Segments_WF - 2023-08-01.shp
0067_004.1,2040,75000,Segments_WF - 2023-08-01.shp
0067_007.3,2040,76000,Segments_WF - 2023-08-01.shp
0067_010.1,2040,64000,Segments_WF - 2023-08-01.shp
0068_000.0,2040,2300,Segments_WF - 2023-08-01.shp
0068_012.8,2040,2400,Segments_WF - 2023-08-01.shp
0068_017.2,2040,2900,Segments_WF - 2023-08-01.shp
0068_023.7,2040,2600,Segments_WF - 2023-08-01.shp
0068_024.7,2040,2800,Segments_WF - 2023-08-01.shp
0068_025.0,2040,11500,Segments_WF - 2023-08-01.shp
0068_026.5,2040,11500,Segments_WF - 2023-08-01.shp
0068_026.9,2040,7900,Segments_WF - 2023-08-01.shp
0068_027.4,2040,5600,Segments_WF - 2023-08-01.shp
0068_028.3,2040,6000,Segments_WF - 2023-08-01.shp
0068_029.3,2040,3200,Segments_WF - 2023-08-01.shp
0068_029.7,2040,5000,Segments_WF - 2023-08-01.shp
0068_030.5,2040,15500,Segments_WF - 2023-08-01.shp
0068_031.0,2040,9900,Segments_WF - 2023-08-01.shp
0068_031.5,2040,12000,Segments_WF - 2023-08-01.shp
0068_031.7,2040,26000,Segments_WF - 2023-08-01.shp
0068_032.7,2040,12000,Segments_WF - 2023-08-01.shp
0068_033.6,2040,6100,Segments_WF - 2023-08-01.shp
0068_034.5,2040,13500,Segments_WF - 2023-08-01.shp
0068_034.6,2040,10500,Segments_WF - 2023-08-01.shp
0068_036.0,2040,9500,Segments_WF - 2023-08-01.shp
0068_038.1,2040,34000,Segments_WF - 2023-08-01.shp
0068_039.2,2040,35500,Segments_WF - 2023-08-01.shp
0068_040.1,2040,40000,Segments_WF - 2023-08-01.shp
0068_040.8,2040,28500,Segments_WF - 2023-08-01.shp
0068_041.3,2040,27500,Segments_WF - 2023-08-01.shp
0068_042.3,2040,26500,Segments_WF - 2023-08-01.shp
0068_043.3,2040,25500,Segments_WF - 2023-08-01.shp
0068_043.8,2040,32500,Segments_WF - 2023-08-01.shp
0068_045.1,2040,33000,Segments_WF - 2023-08-01.shp
0068_045.8,2040,33000,Segments_WF - 2023-08-01.shp
0068_046.8,2040,31500,Segments_WF - 2023-08-01.shp
0068_047.2,2040,32500,Segments_WF - 2023-08-01.shp
0068_047.8,2040,29500,Segments_WF - 2023-08-01.shp
0068_048.3,2040,32000,Segments_WF - 2023-08-01.shp
0068_049.3,2040,41000,Segments_WF - 2023-08-01.shp
0068_050.3,2040,71500,Segments_WF - 2023-08-01.shp
0068_050.7,2040,66500,Segments_WF - 2023-08-01.shp
0068_051.3,2040,34000,Segments_WF - 2023-08-01.shp
0068_052.1,2040,33500,Segments_WF - 2023-08-01.shp
0068_052.3,2040,43000,Segments_WF - 2023-08-01.shp
0068_053.1,2040,55500,Segments_WF - 2023-08-01.shp
0068_053.3,2040,37000,Segments_WF - 2023-08-01.shp
0068_054.3,2040,28500,Segments_WF - 2023-08-01.shp
0068_054.8,2040,29000,Segments_WF - 2023-08-01.shp
0068_055.7,2040,29000,Segments_WF - 2023-08-01.shp
0068_056.2,2040,30000,Segments_WF - 2023-08-01.shp
0068_056.3,2040,37500,Segments_WF - 2023-08-01.shp
0068_056.8,2040,38000,Segments_WF - 2023-08-01.shp
0068_057.3,2040,26000,Segments_WF - 2023-08-01.shp
0068_058.1,2040,27500,Segments_WF - 2023-08-01.shp
0068_058.7,2040,30000,Segments_WF - 2023-08-01.shp
0068_059.1,2040,30500,Segments_WF - 2023-08-01.shp
0068_059.5,2040,28000,Segments_WF - 2023-08-01.shp
0068_060.4,2040,22000,Segments_WF - 2023-08-01.shp
0068_060.8,2040,17000,Segments_WF - 2023-08-01.shp
0068_061.8,2040,16000,Segments_WF - 2023-08-01.shp
0068_062.6,2040,18000,Segments_WF - 2023-08-01.shp
0068_063.8,2040,22000,Segments_WF - 2023-08-01.shp
0068_064.4,2040,17000,Segments_WF - 2023-08-01.shp
0068_065.7,2040,17500,Segments_WF - 2023-08-01.shp
0068_066.6,2040,18000,Segments_WF - 2023-08-01.shp
0068_067.3,2040,18500,Segments_WF - 2023-08-01.shp
0068_068.2,2040,19000,Segments_WF - 2023-08-01.shp
0068_068.7,2040,19500,Segments_WF - 2023-08-01.shp
0068_068.9,2040,25000,Segments_WF - 2023-08-01.shp
0068_069.0,2040,19500,Segments_WF - 2023-08-01.shp
0068_069.2,2040,27500,Segments_WF - 2023-08-01.shp
0068_069.6,2040,17000,Segments_WF - 2023-08-01.shp
0068_070.0,2040,16500,Segments_WF - 2023-08-01.shp
0068_070.2,2040,16500,Segments_WF - 2023-08-01.shp
0068_070.5,2040,16500,Segments_WF - 2023-08-01.shp
0071_000.0,2040,32500,Segments_WF - 2023-08-01.shp
0071_000.4,2040,29500,Segments_WF - 2023-08-01.shp
0071_001.4,2040,38500,Segments_WF - 2023-08-01.shp
0071_002.4,2040,37000,Segments_WF - 2023-08-01.shp
0071_002.9,2040,36500,Segments_WF - 2023-08-01.shp
0071_004.1,2040,41500,Segments_WF - 2023-08-01.shp
0071_004.7,2040,42000,Segments_WF - 2023-08-01.shp
0071_005.0,2040,44000,Segments_WF - 2023-08-01.shp
0071_005.1,2040,40500,Segments_WF - 2023-08-01.shp
0071_005.5,2040,42000,Segments_WF - 2023-08-01.shp
0071_006.0,2040,16500,Segments_WF - 2023-08-01.shp
0071_006.6,2040,16500,Segments_WF - 2023-08-01.shp
0071_007.2,2040,17500,Segments_WF - 2023-08-01.shp
0071_007.7,2040,18500,Segments_WF - 2023-08-01.shp
0071_008.2,2040,26500,Segments_WF - 2023-08-01.shp
0071_009.2,2040,30000,Segments_WF - 2023-08-01.shp
0071_009.7,2040,39000,Segments_WF - 2023-08-01.shp
0071_010.2,2040,49000,Segments_WF - 2023-08-01.shp
0071_010.7,2040,36500,Segments_WF - 2023-08-01.shp
0071_011.5,2040,36500,Segments_WF - 2023-08-01.shp
0071_011.7,2040,34500,Segments_WF - 2023-08-01.shp
0071_012.2,2040,33500,Segments_WF - 2023-08-01.shp
0071_012.6,2040,34000,Segments_WF - 2023-08-01.shp
0071_012.7,2040,26000,Segments_WF - 2023-08-01.shp
0071_013.3,2040,30500,Segments_WF - 2023-08-01.shp
0071_014.1,2040,31500,Segments_WF - 2023-08-01.shp
0071_014.6,2040,29000,Segments_WF - 2023-08-01.shp
0071_015.7,2040,30500,Segments_WF - 2023-08-01.shp
0071_016.5,2040,41000,Segments_WF - 2023-08-01.shp
0071_017.4,2040,37500,Segments_WF - 2023-08-01.shp
0071_018.3,2040,41000,Segments_WF - 2023-08-01.shp
0071_019.2,2040,36000,Segments_WF - 2023-08-01.shp
0071_019.6,2040,52000,Segments_WF - 2023-08-01.shp
0071_020.0,2040,50500,Segments_WF - 2023-08-01.shp
0071_020.6,2040,49000,Segments_WF - 2023-08-01.shp
0071_021.2,2040,46000,Segments_WF - 2023-08-01.shp
0071_021.7,2040,45000,Segments_WF - 2023-08-01.shp
0071_021.9,2040,45000,Segments_WF - 2023-08-01.shp
0071_022.2,2040,44500,Segments_WF - 2023-08-01.shp
0071_022.3,2040,48500,Segments_WF - 2023-08-01.shp
0073_018.5,2040,2900,Segments_WF - 2023-08-01.shp
0073_020.7,2040,4800,Segments_WF - 2023-08-01.shp
0073_024.6,2040,7000,Segments_WF - 2023-08-01.shp
0073_025.7,2040,10500,Segments_WF - 2023-08-01.shp
0073_027.8,2040,11500,Segments_WF - 2023-08-01.shp
0073_029.7,2040,10500,Segments_WF - 2023-08-01.shp
0073_030.7,2040,63500,Segments_WF - 2023-08-01.shp
0073_033.3,2040,94500,Segments_WF - 2023-08-01.shp
0073_034.6,2040,109000,Segments_WF - 2023-08-01.shp
0073_035.4,2040,17000,Segments_WF - 2023-08-01.shp
0073_035.7,2040,30000,Segments_WF - 2023-08-01.shp
0074_000.0,2040,28000,Segments_WF - 2023-08-01.shp
0074_000.1,2040,25000,Segments_WF - 2023-08-01.shp
0074_000.4,2040,32000,Segments_WF - 2023-08-01.shp
0074_001.0,2040,22500,Segments_WF - 2023-08-01.shp
0074_001.6,2040,22500,Segments_WF - 2023-08-01.shp
0074_002.1,2040,23500,Segments_WF - 2023-08-01.shp
0074_002.3,2040,17000,Segments_WF - 2023-08-01.shp
0074_003.1,2040,16500,Segments_WF - 2023-08-01.shp
0074_003.9,2040,15000,Segments_WF - 2023-08-01.shp
0074_004.6,2040,17500,Segments_WF - 2023-08-01.shp
0075_000.0,2040,23000,Segments_WF - 2023-08-01.shp
0075_000.1,2040,23000,Segments_WF - 2023-08-01.shp
0075_000.6,2040,22000,Segments_WF - 2023-08-01.shp
0075_000.9,2040,16500,Segments_WF - 2023-08-01.shp
0077_000.0,2040,1800,Segments_WF - 2023-08-01.shp
0077_001.0,2040,2000,Segments_WF - 2023-08-01.shp
0077_002.4,2040,3400,Segments_WF - 2023-08-01.shp
0077_002.9,2040,3600,Segments_WF - 2023-08-01.shp
0077_003.9,2040,4200,Segments_WF - 2023-08-01.shp
